Small dictionary from THU, with frequency data.
死皮赖脸,FREQ:186;
胼手胝足,FREQ:186;
暗送秋波,FREQ:186;
古圣先贤,FREQ:186;
天理不容,FREQ:186;
舐犊情深,FREQ:185;
飞龙在天,FREQ:185;
恩重如山,FREQ:185;
无牵无挂,FREQ:185;
感慨万端,FREQ:185;
诚心实意,FREQ:185;
坚贞不渝,FREQ:185;
先人后己,FREQ:184;
金玉其外,FREQ:184;
在所不辞,FREQ:184;
惟利是图,FREQ:184;
正经八百,FREQ:184;
良药苦口,FREQ:184;
修齐治平,FREQ:184;
怒目而视,FREQ:184;
大有所为,FREQ:184;
图财害命,FREQ:184;
女大当嫁,FREQ:184;
池鱼之殃,FREQ:184;
壮心不已,FREQ:183;
轻歌曼舞,FREQ:183;
没头没脑,FREQ:183;
不知深浅,FREQ:183;
全心全力,FREQ:183;
难如登天,FREQ:183;
赌咒发誓,FREQ:183;
一介书生,FREQ:182;
男大当婚,FREQ:182;
重峦叠嶂,FREQ:182;
杀人越货,FREQ:182;
草船借箭,FREQ:182;
罪责难逃,FREQ:182;
奋勇当先,FREQ:182;
博古通今,FREQ:182;
从善如登,FREQ:182;
心怀忐忑,FREQ:181;
看破红尘,FREQ:181;
梨花带雨,FREQ:181;
男欢女爱,FREQ:181;
闯荡江湖,FREQ:181;
以攻为守,FREQ:181;
丢卒保车,FREQ:181;
爬山涉水,FREQ:181;
一文不名,FREQ:181;
苛捐杂税,FREQ:180;
心乱如麻,FREQ:180;
喷薄欲出,FREQ:180;
半丝半缕,FREQ:180;
变幻无穷,FREQ:180;
积沙成塔,FREQ:180;
目不斜视,FREQ:179;
心细如发,FREQ:179;
乌七八糟,FREQ:179;
黄雀在后,FREQ:178;
春和景明,FREQ:178;
攻无不克,FREQ:178;
金无足赤,FREQ:178;
戒急用忍,FREQ:178;
钟灵毓秀,FREQ:178;
半斤八两,FREQ:177;
生生死死,FREQ:177;
土豪劣绅,FREQ:177;
跳梁小丑,FREQ:177;
略见一斑,FREQ:177;
相貌堂堂,FREQ:177;
蔚成风气,FREQ:176;
成也萧何,FREQ:176;
远交近攻,FREQ:176;
一团漆黑,FREQ:176;
怡然自乐,FREQ:176;
毛手毛脚,FREQ:175;
惹火烧身,FREQ:175;
风急浪高,FREQ:175;
孤军深入,FREQ:175;
天外有天,FREQ:175;
回眸一笑,FREQ:175;
莺飞草长,FREQ:175;
好为人师,FREQ:174;
暧昧不明,FREQ:174;
眉头一皱,FREQ:174;
小肚鸡肠,FREQ:174;
不耻下问,FREQ:174;
神经错乱,FREQ:174;
事过境迁,FREQ:174;
身单力薄,FREQ:173;
残羹冷炙,FREQ:173;
日落西山,FREQ:173;
对症用药,FREQ:173;
普度众生,FREQ:173;
慷慨就义,FREQ:173;
五子登科,FREQ:173;
洗耳恭听,FREQ:173;
面目一新,FREQ:172;
文如其人,FREQ:172;
顾影自怜,FREQ:172;
另眼相待,FREQ:172;
对酒当歌,FREQ:172;
积善成德,FREQ:172;
举世皆知,FREQ:172;
节哀顺变,FREQ:172;
义薄云天,FREQ:172;
三皇五帝,FREQ:172;
闲云野鹤,FREQ:171;
汪洋大海,FREQ:171;
洗手不干,FREQ:171;
狗皮膏药,FREQ:171;
方便之门,FREQ:171;
怪力乱神,FREQ:171;
蹉跎岁月,FREQ:171;
大红大绿,FREQ:171;
各取所长,FREQ:171;
打小算盘,FREQ:171;
临别赠言,FREQ:170;
锦绣山河,FREQ:170;
何患无辞,FREQ:170;
柔情蜜意,FREQ:170;
风流人物,FREQ:170;
失之毫厘,FREQ:170;
何罪之有,FREQ:170;
徒有其名,FREQ:169;
原封未动,FREQ:169;
刀枪入库,FREQ:169;
天府之国,FREQ:169;
阴阳怪气,FREQ:169;
膀大腰圆,FREQ:169;
家学渊源,FREQ:169;
前呼后拥,FREQ:169;
孝悌忠信,FREQ:169;
终南捷径,FREQ:169;
壁垒分明,FREQ:168;
硕大无比,FREQ:168;
马革裹尸,FREQ:168;
望风而逃,FREQ:168;
近悦远来,FREQ:168;
悄然无声,FREQ:168;
封妻荫子,FREQ:168;
李代桃僵,FREQ:168;
纤尘不染,FREQ:168;
温文儒雅,FREQ:168;
金玉满堂,FREQ:167;
以观后效,FREQ:167;
逸闻趣事,FREQ:167;
地久天长,FREQ:167;
列祖列宗,FREQ:167;
贫困潦倒,FREQ:167;
一家之言,FREQ:166;
遮人耳目,FREQ:166;
雕虫小技,FREQ:166;
三跪九叩,FREQ:166;
百年大业,FREQ:166;
神气活现,FREQ:166;
虾兵蟹将,FREQ:166;
大显神通,FREQ:166;
沃野千里,FREQ:166;
反躬自问,FREQ:166;
不顾大局,FREQ:166;
话中有话,FREQ:165;
利害得失,FREQ:165;
坚壁清野,FREQ:165;
千叮万嘱,FREQ:165;
精卫填海,FREQ:165;
人言可畏,FREQ:165;
一片汪洋,FREQ:165;
一长一短,FREQ:165;
家贼难防,FREQ:165;
耳鬓厮磨,FREQ:165;
实心实意,FREQ:164;
危如累卵,FREQ:164;
正中下怀,FREQ:164;
始乱终弃,FREQ:164;
鬼哭狼嚎,FREQ:164;
清汤寡水,FREQ:164;
巧言令色,FREQ:164;
负荆请罪,FREQ:164;
靡靡之音,FREQ:164;
风吹浪打,FREQ:164;
围魏救赵,FREQ:164;
一目十行,FREQ:163;
开国功臣,FREQ:163;
披肝沥胆,FREQ:163;
震天动地,FREQ:163;
公报私仇,FREQ:163;
墨迹未干,FREQ:163;
父慈子孝,FREQ:163;
引而不发,FREQ:162;
吹吹打打,FREQ:162;
张三李四,FREQ:162;
奉若神明,FREQ:162;
张口结舌,FREQ:162;
损兵折将,FREQ:162;
重起炉灶,FREQ:162;
视为畏途,FREQ:161;
徒子徒孙,FREQ:161;
首鼠两端,FREQ:161;
守身如玉,FREQ:161;
断垣残壁,FREQ:161;
国将不国,FREQ:161;
一片丹心,FREQ:161;
岁月峥嵘,FREQ:161;
能屈能伸,FREQ:161;
万马齐喑,FREQ:161;
精锐之师,FREQ:161;
枯木逢春,FREQ:161;
成名成家,FREQ:161;
日久天长,FREQ:161;
立地成佛,FREQ:161;
安不忘危,FREQ:160;
天下归心,FREQ:160;
如箭在弦,FREQ:160;
游移不定,FREQ:160;
如狼似虎,FREQ:160;
孤立无助,FREQ:160;
砥柱中流,FREQ:160;
另眼看待,FREQ:160;
长话短说,FREQ:159;
吆五喝六,FREQ:159;
学非所用,FREQ:159;
红男绿女,FREQ:159;
同气相求,FREQ:159;
众口铄金,FREQ:159;
临机处置,FREQ:159;
天知地知,FREQ:159;
苍翠欲滴,FREQ:159;
积习难改,FREQ:158;
一柱擎天,FREQ:158;
言多必失,FREQ:158;
湮没无闻,FREQ:158;
螳臂当车,FREQ:158;
见猎心喜,FREQ:158;
千刀万剐,FREQ:158;
福如东海,FREQ:158;
不败之地,FREQ:158;
老成持重,FREQ:157;
横冲直闯,FREQ:157;
不知所以,FREQ:157;
闻者足戒,FREQ:157;
置之脑后,FREQ:157;
初试啼声,FREQ:157;
出口伤人,FREQ:157;
一通百通,FREQ:157;
绵绵不断,FREQ:157;
阿猫阿狗,FREQ:157;
闻鸡起舞,FREQ:157;
敝帚自珍,FREQ:157;
色厉内荏,FREQ:156;
火烧火燎,FREQ:156;
富商巨贾,FREQ:156;
自由放任,FREQ:156;
如烹小鲜,FREQ:156;
亲临其境,FREQ:156;
曲意逢迎,FREQ:156;
土洋结合,FREQ:156;
举案齐眉,FREQ:156;
螳螂捕蝉,FREQ:156;
王侯将相,FREQ:155;
丢盔弃甲,FREQ:155;
威武不屈,FREQ:155;
置之不顾,FREQ:155;
凤冠霞帔,FREQ:155;
积水成渊,FREQ:155;
蝇头小楷,FREQ:155;
缺吃少穿,FREQ:154;
夫妻反目,FREQ:154;
滔天大罪,FREQ:154;
水火之中,FREQ:154;
长幼有序,FREQ:154;
弃暗投明,FREQ:154;
无所不为,FREQ:154;
狼子野心,FREQ:154;
三朝元老,FREQ:154;
茹毛饮血,FREQ:153;
慷慨悲歌,FREQ:153;
耳顺之年,FREQ:153;
姿态万千,FREQ:153;
欢呼雀跃,FREQ:153;
打入另册,FREQ:152;
搜肠刮肚,FREQ:152;
付之一笑,FREQ:152;
一路风尘,FREQ:152;
聪明过人,FREQ:152;
从心所欲,FREQ:152;
难分难舍,FREQ:152;
小道消息,FREQ:152;
孰不可忍,FREQ:152;
魑魅魍魉,FREQ:152;
只见树木,FREQ:152;
独霸一方,FREQ:152;
隐忍不发,FREQ:152;
不在其位,FREQ:151;
胸中有数,FREQ:151;
超然物外,FREQ:151;
四大皆空,FREQ:151;
买椟还珠,FREQ:151;
鸡零狗碎,FREQ:151;
阿谀逢迎,FREQ:151;
生花妙笔,FREQ:151;
一字千金,FREQ:151;
成何体统,FREQ:151;
以怨报德,FREQ:151;
千沟万壑,FREQ:151;
形影相随,FREQ:151;
近墨者黑,FREQ:151;
本性难移,FREQ:151;
一挥而就,FREQ:151;
虚度年华,FREQ:150;
闭目塞听,FREQ:150;
救苦救难,FREQ:150;
分家析产,FREQ:150;
垂暮之年,FREQ:150;
拾人牙慧,FREQ:150;
自食其言,FREQ:149;
三纲五常,FREQ:149;
尺有所短,FREQ:149;
各奔前程,FREQ:149;
黄粱美梦,FREQ:149;
肆意横行,FREQ:149;
表里山河,FREQ:149;
金屋藏娇,FREQ:149;
相对无言,FREQ:149;
寸有所长,FREQ:149;
嗟来之食,FREQ:149;
不足为虑,FREQ:149;
急公好义,FREQ:149;
新仇旧恨,FREQ:149;
贪心不足,FREQ:149;
焚书坑儒,FREQ:149;
若烹小鲜,FREQ:149;
食不甘味,FREQ:149;
油嘴滑舌,FREQ:149;
全知全能,FREQ:148;
国仇家恨,FREQ:148;
力所不及,FREQ:148;
花容月貌,FREQ:148;
坎坷不平,FREQ:148;
恶贯满盈,FREQ:148;
横征暴敛,FREQ:148;
人老珠黄,FREQ:148;
言归于好,FREQ:148;
漠然置之,FREQ:148;
误人子弟,FREQ:148;
爱民如子,FREQ:148;
剥茧抽丝,FREQ:148;
困兽犹斗,FREQ:147;
必经之路,FREQ:147;
立身处世,FREQ:147;
乔装改扮,FREQ:147;
不敢造次,FREQ:147;
同出一辙,FREQ:147;
震古烁今,FREQ:147;
争名夺利,FREQ:147;
言者无罪,FREQ:147;
放浪形骸,FREQ:147;
选贤与能,FREQ:146;
六畜兴旺,FREQ:146;
金玉良缘,FREQ:146;
戴绿帽子,FREQ:146;
作如是观,FREQ:146;
孔武有力,FREQ:146;
打个照面,FREQ:146;
卷帙浩繁,FREQ:146;
备而不用,FREQ:146;
青红皂白,FREQ:145;
独出心裁,FREQ:145;
万里迢迢,FREQ:145;
大恩大德,FREQ:145;
赞口不绝,FREQ:145;
江东父老,FREQ:145;
等而下之,FREQ:145;
南柯一梦,FREQ:145;
江洋大盗,FREQ:145;
山明水秀,FREQ:145;
风尘女子,FREQ:145;
面有难色,FREQ:145;
披坚执锐,FREQ:145;
渺无人烟,FREQ:145;
天渊之别,FREQ:145;
公正廉明,FREQ:144;
君子好逑,FREQ:144;
当替罪羊,FREQ:144;
闭门思过,FREQ:144;
眉目传情,FREQ:144;
攻心为上,FREQ:144;
大敌当前,FREQ:144;
愁眉紧锁,FREQ:144;
点头之交,FREQ:143;
插翅难飞,FREQ:143;
以一当十,FREQ:143;
修旧利废,FREQ:143;
苦口良药,FREQ:143;
见惯不惊,FREQ:143;
就地正法,FREQ:143;
好好先生,FREQ:143;
得失成败,FREQ:142;
有始无终,FREQ:142;
重赏之下,FREQ:142;
生生世世,FREQ:142;
比肩接踵,FREQ:142;
狗血喷头,FREQ:142;
坐卧不宁,FREQ:142;
人小鬼大,FREQ:142;
冷眼相待,FREQ:142;
甜酸苦辣,FREQ:142;
泽被后世,FREQ:142;
自我治疗,FREQ:142;
勤学好问,FREQ:142;
哀而不伤,FREQ:142;
伉俪情深,FREQ:141;
身价百倍,FREQ:141;
三生有幸,FREQ:141;
目不暇给,FREQ:141;
情深义重,FREQ:141;
大音希声,FREQ:141;
九九归一,FREQ:140;
户枢不蠹,FREQ:140;
上兵伐谋,FREQ:140;
黄钟大吕,FREQ:140;
驰名世界,FREQ:140;
睚眦必报,FREQ:140;
心宽体胖,FREQ:140;
不平则鸣,FREQ:139;
秋收冬藏,FREQ:139;
门禁森严,FREQ:139;
冤家对头,FREQ:139;
英雄气短,FREQ:139;
奇思妙想,FREQ:139;
安土重迁,FREQ:139;
白纸黑字,FREQ:139;
干脆利落,FREQ:139;
寡廉鲜耻,FREQ:139;
两面三刀,FREQ:139;
一丘之貉,FREQ:138;
凌云壮志,FREQ:138;
内外夹攻,FREQ:138;
威胁利诱,FREQ:138;
一手一脚,FREQ:138;
温柔敦厚,FREQ:138;
窒碍难行,FREQ:138;
坐言起行,FREQ:138;
缓不济急,FREQ:138;
鱼肉百姓,FREQ:138;
马放南山,FREQ:138;
无关大局,FREQ:138;
放下屠刀,FREQ:138;
死有余辜,FREQ:138;
后会有期,FREQ:138;
死得其所,FREQ:137;
弃笔从戎,FREQ:137;
兄弟阋墙,FREQ:137;
班门弄斧,FREQ:137;
虚有其表,FREQ:137;
道德文章,FREQ:137;
意气相投,FREQ:137;
文韬武略,FREQ:137;
万物之灵,FREQ:137;
鼾声如雷,FREQ:137;
畏葸不前,FREQ:137;
胸无大志,FREQ:136;
借刀杀人,FREQ:136;
外圆内方,FREQ:136;
欲速不达,FREQ:136;
千娇百媚,FREQ:136;
同生共死,FREQ:135;
担当不起,FREQ:135;
心明眼亮,FREQ:135;
驷马难追,FREQ:135;
大梦初醒,FREQ:135;
漆黑一团,FREQ:135;
权宜之策,FREQ:135;
趋吉避凶,FREQ:135;
芒刺在背,FREQ:135;
绝顶聪明,FREQ:135;
点铁成金,FREQ:135;
一时半刻,FREQ:135;
有头有尾,FREQ:135;
步步登高,FREQ:135;
三姑六婆,FREQ:135;
全军覆灭,FREQ:135;
精确瞄准,FREQ:134;
淡而无味,FREQ:134;
贼心不死,FREQ:134;
马到功成,FREQ:134;
鸿鹄之志,FREQ:134;
玫瑰人生,FREQ:134;
是是非非,FREQ:134;
精神错乱,FREQ:134;
言之无物,FREQ:133;
鸡鸣狗盗,FREQ:133;
娇小玲珑,FREQ:133;
明枪暗箭,FREQ:133;
怡情养性,FREQ:133;
泪眼汪汪,FREQ:133;
步履矫健,FREQ:133;
斑驳陆离,FREQ:132;
宾朋满座,FREQ:132;
富国强民,FREQ:132;
见异思迁,FREQ:132;
哼哼唧唧,FREQ:132;
从容就义,FREQ:132;
出头露面,FREQ:132;
荒谬绝伦,FREQ:132;
后人乘凉,FREQ:132;
排除万难,FREQ:132;
捐弃前嫌,FREQ:132;
舌战群儒,FREQ:132;
诡计多端,FREQ:132;
舍本求末,FREQ:132;
书香门第,FREQ:132;
才高八斗,FREQ:131;
敌众我寡,FREQ:131;
老鼠过街,FREQ:131;
不可言传,FREQ:131;
三从四德,FREQ:131;
忠孝节义,FREQ:131;
日甚一日,FREQ:131;
业精于勤,FREQ:131;
破竹之势,FREQ:131;
归去来兮,FREQ:130;
一着不慎,FREQ:130;
妙语如珠,FREQ:130;
学而不厌,FREQ:130;
宁静致远,FREQ:130;
打家劫舍,FREQ:130;
杀人如麻,FREQ:130;
包藏祸心,FREQ:130;
百万雄师,FREQ:129;
愚不可及,FREQ:129;
无名小卒,FREQ:129;
黄袍加身,FREQ:129;
火力集中,FREQ:129;
五谷不分,FREQ:129;
不忍卒读,FREQ:129;
怨气冲天,FREQ:129;
不知好歹,FREQ:128;
欢蹦乱跳,FREQ:128;
竹篮打水,FREQ:128;
非我族类,FREQ:128;
呼天抢地,FREQ:128;
水木清华,FREQ:128;
愁肠百结,FREQ:128;
只可意会,FREQ:128;
如切如磋,FREQ:128;
近乡情怯,FREQ:128;
如人饮水,FREQ:128;
死而无憾,FREQ:128;
海枯石烂,FREQ:128;
萧规曹随,FREQ:128;
秦晋之好,FREQ:128;
任其自然,FREQ:127;
戎马倥偬,FREQ:127;
一清二白,FREQ:127;
临渊羡鱼,FREQ:127;
理屈词穷,FREQ:127;
虎口拔牙,FREQ:127;
前思后想,FREQ:127;
削铁如泥,FREQ:127;
太平无事,FREQ:127;
溢美之辞,FREQ:127;
一片焦土,FREQ:127;
势单力孤,FREQ:127;
抱头鼠窜,FREQ:127;
流落他乡,FREQ:127;
虎背熊腰,FREQ:127;
有害无利,FREQ:126;
天荒地老,FREQ:126;
死不悔改,FREQ:126;
面如土色,FREQ:126;
流芳千古,FREQ:126;
遁入空门,FREQ:126;
触目皆是,FREQ:126;
邪门歪道,FREQ:126;
天大地大,FREQ:126;
老奸巨猾,FREQ:126;
收之桑榆,FREQ:126;
七扭八歪,FREQ:125;
利害相关,FREQ:125;
呼朋唤友,FREQ:125;
了若指掌,FREQ:125;
云泥之别,FREQ:125;
无影无形,FREQ:125;
低吟浅唱,FREQ:125;
粗中有细,FREQ:125;
忘年之交,FREQ:125;
力不能及,FREQ:125;
踟蹰不前,FREQ:125;
不分胜负,FREQ:125;
以德报德,FREQ:124;
十室九空,FREQ:124;
溜须拍马,FREQ:124;
初露头角,FREQ:124;
聚少成多,FREQ:124;
打落水狗,FREQ:124;
以绝后患,FREQ:124;
默默不语,FREQ:124;
人生如梦,FREQ:124;
十指连心,FREQ:124;
离题万里,FREQ:124;
干脆利索,FREQ:124;
誉满天下,FREQ:124;
击中要害,FREQ:123;
片言只语,FREQ:123;
七零八碎,FREQ:123;
军令如山,FREQ:123;
驰骋疆场,FREQ:123;
无所忌惮,FREQ:123;
昏天暗地,FREQ:123;
经天纬地,FREQ:123;
好心好意,FREQ:123;
披红戴花,FREQ:122;
法力无边,FREQ:122;
嫣然一笑,FREQ:122;
器宇轩昂,FREQ:122;
计上心来,FREQ:122;
电光石火,FREQ:122;
轻如鸿毛,FREQ:122;
龙蛇混杂,FREQ:122;
今夕何夕,FREQ:122;
攀龙附凤,FREQ:122;
触景伤情,FREQ:122;
歃血为盟,FREQ:122;
攻其不备,FREQ:122;
失之东隅,FREQ:122;
万寿无疆,FREQ:121;
看家本事,FREQ:121;
有头无尾,FREQ:121;
秋毫无犯,FREQ:121;
亲痛仇快,FREQ:121;
未定之天,FREQ:121;
知我罪我,FREQ:121;
一脉相通,FREQ:121;
春风满面,FREQ:121;
父债子还,FREQ:121;
吉星高照,FREQ:121;
燎原之火,FREQ:121;
傲然屹立,FREQ:121;
生拉硬扯,FREQ:121;
挨门挨户,FREQ:121;
扭亏增盈,FREQ:120;
树大根深,FREQ:120;
乳臭未干,FREQ:120;
天人之际,FREQ:120;
汪洋恣肆,FREQ:120;
反攻倒算,FREQ:120;
心口不一,FREQ:120;
未能免俗,FREQ:120;
乐而忘返,FREQ:120;
故技重演,FREQ:119;
天摇地动,FREQ:119;
人困马乏,FREQ:119;
故作高深,FREQ:119;
洞天福地,FREQ:119;
各有所好,FREQ:119;
关门打狗,FREQ:119;
没大没小,FREQ:119;
孝子贤孙,FREQ:119;
低眉顺眼,FREQ:119;
余波荡漾,FREQ:119;
有口难言,FREQ:119;
徇情枉法,FREQ:119;
斩尽杀绝,FREQ:119;
之乎者也,FREQ:118;
天塌地陷,FREQ:118;
鲜克有终,FREQ:118;
痴男怨女,FREQ:118;
血海深仇,FREQ:118;
山光水色,FREQ:118;
杜绝后患,FREQ:118;
事无大小,FREQ:118;
一己之见,FREQ:118;
士农工商,FREQ:118;
协力同心,FREQ:118;
焦灼不安,FREQ:118;
笑里藏刀,FREQ:118;
心惊胆寒,FREQ:118;
一言既出,FREQ:118;
我为鱼肉,FREQ:118;
谈情说爱,FREQ:118;
雁过留声,FREQ:118;
财运亨通,FREQ:117;
兼善天下,FREQ:117;
必有勇夫,FREQ:117;
谋事在人,FREQ:117;
恭贺新禧,FREQ:117;
神气十足,FREQ:117;
丧家之犬,FREQ:117;
习焉不察,FREQ:117;
哭天喊地,FREQ:117;
混世魔王,FREQ:117;
食不厌精,FREQ:117;
回天之力,FREQ:117;
荟萃一堂,FREQ:117;
不成体统,FREQ:117;
翩翩少年,FREQ:117;
祸起萧墙,FREQ:117;
鹏程万里,FREQ:117;
横扫千军,FREQ:117;
承欢膝下,FREQ:117;
劳而无功,FREQ:117;
俯首帖耳,FREQ:117;
左拥右抱,FREQ:117;
怒火攻心,FREQ:116;
人烟稠密,FREQ:116;
见所未见,FREQ:116;
调和鼎鼐,FREQ:116;
四体不勤,FREQ:116;
走马看花,FREQ:116;
馋涎欲滴,FREQ:116;
各为其主,FREQ:116;
仪态万方,FREQ:116;
草莽英雄,FREQ:116;
寻花问柳,FREQ:116;
以己度人,FREQ:115;
敷衍搪塞,FREQ:115;
亘古未有,FREQ:115;
恶语中伤,FREQ:115;
直抒己见,FREQ:115;
不明事理,FREQ:115;
公私兼顾,FREQ:115;
雄姿英发,FREQ:115;
暮鼓晨钟,FREQ:115;
要言不烦,FREQ:115;
星星之火,FREQ:115;
先忧后乐,FREQ:115;
余音袅袅,FREQ:115;
趁人之危,FREQ:114;
从容自如,FREQ:114;
卑鄙无耻,FREQ:114;
明德惟馨,FREQ:114;
春秋笔法,FREQ:114;
雍容大度,FREQ:114;
岁岁平安,FREQ:114;
洞房花烛,FREQ:114;
浮皮潦草,FREQ:114;
瞎子摸象,FREQ:114;
踽踽独行,FREQ:114;
赏心乐事,FREQ:114;
碍手碍脚,FREQ:114;
无所不及,FREQ:114;
靡不有初,FREQ:114;
疾言厉色,FREQ:114;
防微虑远,FREQ:114;
娓娓而谈,FREQ:114;
毁于蚁穴,FREQ:113;
丹凤朝阳,FREQ:113;
老马识途,FREQ:113;
英姿勃勃,FREQ:113;
人地生疏,FREQ:113;
三天打鱼,FREQ:113;
白费力气,FREQ:113;
创业维艰,FREQ:113;
诡谲多变,FREQ:113;
不死不活,FREQ:113;
七窍流血,FREQ:113;
装傻充愣,FREQ:113;
好言好语,FREQ:112;
七弯八拐,FREQ:112;
裙带关系,FREQ:112;
是非颠倒,FREQ:112;
珠圆玉润,FREQ:112;
大有起色,FREQ:112;
判若云泥,FREQ:112;
狗尾续貂,FREQ:112;
汗流满面,FREQ:112;
迟疑不决,FREQ:112;
三年五载,FREQ:112;
雕龙画凤,FREQ:112;
新人新事,FREQ:112;
城下之盟,FREQ:112;
年深日久,FREQ:112;
高人一筹,FREQ:111;
借花献佛,FREQ:111;
仁心仁术,FREQ:111;
借古喻今,FREQ:111;
一无所得,FREQ:111;
弃恶从善,FREQ:111;
举国一致,FREQ:111;
饱学之士,FREQ:111;
付诸一炬,FREQ:111;
金枝玉叶,FREQ:111;
用其所长,FREQ:111;
摩肩擦踵,FREQ:111;
日行千里,FREQ:111;
动如脱兔,FREQ:110;
便宜行事,FREQ:110;
行将就木,FREQ:110;
坐怀不乱,FREQ:110;
开山祖师,FREQ:110;
恶语伤人,FREQ:110;
男婚女嫁,FREQ:110;
螳臂挡车,FREQ:109;
不可名状,FREQ:109;
阳关大道,FREQ:109;
言不及义,FREQ:109;
逆我者亡,FREQ:109;
礼贤下士,FREQ:109;
分身无术,FREQ:109;
脱缰之马,FREQ:109;
妖言惑众,FREQ:109;
三思后行,FREQ:109;
默默无言,FREQ:109;
白面书生,FREQ:109;
葬身鱼腹,FREQ:109;
不测风云,FREQ:109;
似笑非笑,FREQ:108;
破格录用,FREQ:108;
损人害己,FREQ:108;
心心相通,FREQ:108;
恃才傲物,FREQ:108;
知彼知己,FREQ:108;
大厦将倾,FREQ:108;
不肖子孙,FREQ:108;
声誉鹊起,FREQ:108;
玄之又玄,FREQ:108;
不可言喻,FREQ:108;
血债累累,FREQ:108;
纵横天下,FREQ:108;
金声玉振,FREQ:108;
秉笔直书,FREQ:108;
遗老遗少,FREQ:108;
敬业乐群,FREQ:107;
人面桃花,FREQ:107;
心比天高,FREQ:107;
洋洋大观,FREQ:107;
琼浆玉液,FREQ:107;
惟命是从,FREQ:107;
无所不至,FREQ:107;
气息奄奄,FREQ:107;
以此类推,FREQ:107;
逝者如斯,FREQ:107;
不尴不尬,FREQ:107;
吹糠见米,FREQ:107;
迟暮之年,FREQ:106;
明知故问,FREQ:106;
一望无边,FREQ:106;
扼腕长叹,FREQ:106;
良莠不分,FREQ:106;
文人相轻,FREQ:106;
曾经沧海,FREQ:106;
铁树开花,FREQ:106;
烈火烹油,FREQ:106;
浓妆淡抹,FREQ:106;
别有滋味,FREQ:106;
衣香鬓影,FREQ:106;
下逐客令,FREQ:106;
大慈大悲,FREQ:106;
门户洞开,FREQ:106;
兴利除害,FREQ:106;
熔于一炉,FREQ:106;
当耳边风,FREQ:106;
情深似海,FREQ:106;
克己复礼,FREQ:106;
须发皆白,FREQ:106;
泄露天机,FREQ:106;
毁家纾难,FREQ:105;
心如死灰,FREQ:105;
若有所悟,FREQ:105;
不敢问津,FREQ:105;
心醉神迷,FREQ:105;
大权旁落,FREQ:105;
正正经经,FREQ:105;
竭尽心力,FREQ:105;
里通外国,FREQ:105;
对天发誓,FREQ:105;
慌作一团,FREQ:105;
一无所成,FREQ:105;
积非成是,FREQ:105;
一点半点,FREQ:105;
饮食男女,FREQ:104;
能者多劳,FREQ:104;
翻手为云,FREQ:104;
重温旧梦,FREQ:104;
惊诧莫名,FREQ:104;
虎落平阳,FREQ:104;
磨嘴皮子,FREQ:104;
当耳旁风,FREQ:104;
浓荫蔽日,FREQ:104;
嫁鸡随鸡,FREQ:104;
食古不化,FREQ:104;
仰人鼻息,FREQ:104;
福星高照,FREQ:104;
皓首穷经,FREQ:104;
此伏彼起,FREQ:104;
直捣黄龙,FREQ:103;
绿林好汉,FREQ:103;
寂寂无闻,FREQ:103;
神色自若,FREQ:103;
荒诞无稽,FREQ:103;
巨细无遗,FREQ:103;
晓以大义,FREQ:103;
五味俱全,FREQ:103;
语不惊人,FREQ:103;
良禽择木,FREQ:103;
人非草木,FREQ:103;
巴山夜雨,FREQ:102;
举止大方,FREQ:102;
酒池肉林,FREQ:102;
还我河山,FREQ:102;
生吞活剥,FREQ:102;
日上三竿,FREQ:102;
以身许国,FREQ:102;
抱薪救火,FREQ:102;
前俯后仰,FREQ:102;
小国寡民,FREQ:102;
连中三元,FREQ:102;
黄发垂髫,FREQ:102;
东风浩荡,FREQ:102;
长歌当哭,FREQ:102;
神乎其技,FREQ:101;
顺我者昌,FREQ:101;
长江天堑,FREQ:101;
杳无踪迹,FREQ:101;
人为刀俎,FREQ:101;
晨光熹微,FREQ:101;
圣殿骑士,FREQ:101;
令人喷饭,FREQ:101;
棋高一着,FREQ:101;
文武之道,FREQ:101;
文治武功,FREQ:101;
气数已尽,FREQ:101;
青面獠牙,FREQ:101;
呆头呆脑,FREQ:101;
修桥补路,FREQ:101;
杀身成仁,FREQ:101;
食不知味,FREQ:101;
甘心情愿,FREQ:101;
罢黜百家,FREQ:101;
朝朝暮暮,FREQ:100;
明心见性,FREQ:100;
好色之徒,FREQ:100;
寻根究底,FREQ:100;
冥顽不灵,FREQ:100;
博闻强记,FREQ:100;
一往直前,FREQ:100;
猖獗一时,FREQ:100;
自高自大,FREQ:100;
船坚炮利,FREQ:99;
嘉言懿行,FREQ:99;
轻徭薄赋,FREQ:99;
明眸皓齿,FREQ:99;
兴味索然,FREQ:99;
喷云吐雾,FREQ:99;
海晏河清,FREQ:99;
山水相连,FREQ:99;
一鳞半爪,FREQ:99;
儿女亲家,FREQ:99;
抱头大哭,FREQ:99;
不教而诛,FREQ:98;
干柴烈火,FREQ:98;
天高地厚,FREQ:98;
鲍鱼之肆,FREQ:98;
悬梁刺股,FREQ:98;
齐齐整整,FREQ:98;
遐迩闻名,FREQ:98;
清风明月,FREQ:98;
大发慈悲,FREQ:98;
内圣外王,FREQ:98;
兔死狐悲,FREQ:98;
龙生九子,FREQ:97;
天诛地灭,FREQ:97;
多费口舌,FREQ:97;
秣马厉兵,FREQ:97;
